title,company,experience,salary,location,description,skills,posted,salary_disclosed,min_experience,max_experience,work_mode,location_list,skills_list,min_salary,max_salary,salary_in_lacs
Data Analyst,Embarkgcc Services,2-6,,Bengaluru,"Role & responsibilities Data Analyst (SQL & Python)Location: Embassy TechVillage, Benga...","Data Analysis, Python, SQL, Pyspark, Data Analysis",1 week ago,False,2,6,On-site,['Bengaluru'],"['Data Analysis', 'Python', 'SQL', 'Pyspark', 'Data Analysis']",,,False
Data Analyst,ADA Global,3-4,,Bengaluru,"Key Responsibilities: . Design, build, and maintain end-to-end Tableau dashboards and r...","Server, Python, Oracle, Data Analysis, Data Warehousing, Microsoft Azure, Transformation, Sql Server",1 day ago,False,3,4,On-site,['Bengaluru'],"['Server', 'Python', 'Oracle', 'Data Analysis', 'Data Warehousing', 'Microsoft Azure', 'Transformation', 'Sql Server']",,,False
Data Analyst,Aon,2-5,,Bengaluru,"Position type- Full Time. Work Location- Bangalore, Whitefield. Required years of exper...","Data Science, Agile Scrum, Project Management, Power BI, Stakeholder Management, Data Warehousing",2 days ago,False,2,5,On-site,['Bengaluru'],"['Data Science', 'Agile Scrum', 'Project Management', 'Power BI', 'Stakeholder Management', 'Data Warehousing']",,,False
Data Analyst,Doorstep,2-5,,Noida,We are looking for a highly skilled Data Analyst with 2 to 5 years of experience to joi...,"Python, Macros, Data Analysis, Data Analysis, Predictive Analytics, Problem Solving, Data Integrity, Machine Learning",1 week ago,False,2,5,On-site,['Noida'],"['Python', 'Macros', 'Data Analysis', 'Data Analysis', 'Predictive Analytics', 'Problem Solving', 'Data Integrity', 'Machine Learning']",,,False
Data Analyst,Innova Solutions,7-12,15-30 Lacs PA,"Noida, Hyderabad, Chennai",Shift : 2pm to 11pm. Work Location : Hyderabad / Noida/Bang / ChennaiSpecialization: Mu...,"Data Analysis, Data Visualization, Data Analysis, Da, Das",3 days ago,True,7,12,On-site,"['Noida', 'Hyderabad', 'Chennai']","['Data Analysis', 'Data Visualization', 'Data Analysis', 'Da', 'Das']",15.0,30.0,True
Data Analyst,Aster DM Healthcare,3-5,,Bengaluru,"Bachelors degree in Data Analytics, Statistics, Computer Science, Information Systems, ...","Healthcare Analytics, Data Analysis, Matplotlib, Power BI, Data Modeling, Statistical Data Analysis, Numpy, Python",1 week ago,False,3,5,On-site,['Bengaluru'],"['Healthcare Analytics', 'Data Analysis', 'Matplotlib', 'Power BI', 'Data Modeling', 'Statistical Data Analysis', 'Numpy', 'Python']",,,False
ISC Data Analyst,Rockwell Automation,3-8,,Bengaluru,Job Description    Summary:  We are excited to invite you to join our dynamic ISC Anal...,"Supply Chain, Automation, SAP, Agile, Data Structures, Microsoft, SQL",1 week ago,False,3,8,On-site,['Bengaluru'],"['Supply Chain', 'Automation', 'SAP', 'Agile', 'Data Structures', 'Microsoft', 'SQL']",,,False
Data Analyst,Capco,7-15,15-30 Lacs PA,"Pune, Bengaluru",Provide regular reporting on key performance indicators (KPIs) to stakeholders. Job Req...,"Pyspark, Python, Banking, SQL, Data Analysis",2 weeks ago,True,7,15,On-site,"['Pune', 'Bengaluru']","['Pyspark', 'Python', 'Banking', 'SQL', 'Data Analysis']",15.0,30.0,True
Data Analyst,Virtusa,6-10,,"Hyderabad, Chennai, Bengaluru",Overall 8+ years of experience with 5-6 years experience mining data as a data analystM...,"Pyspark, Healthcare, Python, SQL, Data Analysis",2 days ago,False,6,10,On-site,"['Hyderabad', 'Chennai', 'Bengaluru']","['Pyspark', 'Healthcare', 'Python', 'SQL', 'Data Analysis']",,,False
Data Analyst,EY,4-8,,"Hyderabad, Gurugram, Bengaluru",". Resourcing requirements . Resources to be assigned on T&M basis, fungible to work acr...","SAS, Credit Risk, SQL, Altair, Gcp, Requirement Gathering, Data Analysis, Requirements",2 days ago,False,4,8,On-site,"['Hyderabad', 'Gurugram', 'Bengaluru']","['SAS', 'Credit Risk', 'SQL', 'Altair', 'Gcp', 'Requirement Gathering', 'Data Analysis', 'Requirements']",,,False
Data Analyst,Incanus Technologies,1-6,5-15 Lacs PA,"Pune, Bengaluru, Delhi / NCR","Graduates from any discipline, unleash your potential!Note: We will be reaching out to ...","Python, SQL, Excel, Data Analysis",1 week ago,True,1,6,On-site,"['Pune', 'Bengaluru', 'Delhi / NCR']","['Python', 'SQL', 'Excel', 'Data Analysis']",5.0,15.0,True
Data Analyst,Codinglimits Nellore,0-1,,"Hyderabad, Chennai, Bengaluru",Data Analyst Fresher Location: Bengaluru | Chennai | Hyderabad Employment Type: Full-T...,"Power BI, SQL, Python, Data Visualization, Tableau, Data Analysis, Data Analysis",2 weeks ago,False,0,1,On-site,"['Hyderabad', 'Chennai', 'Bengaluru']","['Power BI', 'SQL', 'Python', 'Data Visualization', 'Tableau', 'Data Analysis', 'Data Analysis']",,,False
Hiring For Data Analyst (Tableau),Lumina Datamatics,2-5,5-9 Lacs PA,"Mumbai, Pune, Mumbai (All Areas)",Utilize SQL skills to extract data from various sources for analysis purposes. . Troubl...,"Tableau, Advance Sql, Tableau Reporting, Data Visualization, Tableau Prep, Tableau Developer, SQL",1 week ago,True,2,5,On-site,"['Mumbai', 'Pune', 'Mumbai (All Areas)']","['Tableau', 'Advance Sql', 'Tableau Reporting', 'Data Visualization', 'Tableau Prep', 'Tableau Developer', 'SQL']",5.0,9.0,True
Data Analyst,ti Steps,0-3,3-5 Lacs PA,"Hyderabad, Chennai, Bengaluru","Experience working in Agile / Scrum environments. Experience with cloud platforms (AWS,...","Data Management, Data Visualization, Tableau, Data Analysis, Data Reporting, Power BI, Data Analysis, Data Cleansing",2 weeks ago,True,0,3,On-site,"['Hyderabad', 'Chennai', 'Bengaluru']","['Data Management', 'Data Visualization', 'Tableau', 'Data Analysis', 'Data Reporting', 'Power BI', 'Data Analysis', 'Data Cleansing']",3.0,5.0,True
Data Analyst,Clustor Computing,0-2,,Nagpur,"Bachelor s / Master s degree in Data Science, Statistics, CS, or related fieldRequired ...","Analytical Skills, Data Analysis, Manager Quality Assurance, Data Science, Power BI, Data Analysis, Data Visualization, Digital Transformation",3+ weeks ago,False,0,2,On-site,['Nagpur'],"['Analytical Skills', 'Data Analysis', 'Manager Quality Assurance', 'Data Science', 'Power BI', 'Data Analysis', 'Data Visualization', 'Digital Transformation']",,,False
Data Analyst,Anarock Property Consultants,2-3,10-14 Lacs PA,Mumbai(Bandra Kurla Complex),"To do well in this role you need a very fine eye for detail, experience as a data analy...","Data Analysis, ETL, Power BI, Data Analysis, Statistical Modeling, Machine Learning, Python, SQL",1 week ago,True,2,3,On-site,['Mumbai(Bandra Kurla Complex)'],"['Data Analysis', 'ETL', 'Power BI', 'Data Analysis', 'Statistical Modeling', 'Machine Learning', 'Python', 'SQL']",10.0,14.0,True
Data Analyst,Financial Service,5-10,,Hyderabad,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Hyderabad'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,Financial Service,5-10,,Ahmedabad,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Ahmedabad'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,Financial Service,5-10,,Chennai,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Chennai'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,TP,3-8,,Gurugram,Specialized schooling or previous practical experience likely to be required.,"Customer Service, Customer Experience Management, Issue Resolution, Product Specification, Hrsd, Software Installation, Specifications, Job Description",2 days ago,False,3,8,On-site,['Gurugram'],"['Customer Service', 'Customer Experience Management', 'Issue Resolution', 'Product Specification', 'Hrsd', 'Software Installation', 'Specifications', 'Job Description']",,,False
Data Analyst,Financial Service,5-10,,Mumbai,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Mumbai'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,Financial Service,5-10,,Delhi / NCR,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Delhi / NCR'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst 3,Zynga,5-10,,Bengaluru,"Masters, MBA or PhD preferred. 5+ years of work experience in data science or analytics...","Computer Science, Data Science, Diversity And Inclusion, Machine Learning, Qlikview, Gaming, SQL",1 day ago,False,5,10,On-site,['Bengaluru'],"['Computer Science', 'Data Science', 'Diversity And Inclusion', 'Machine Learning', 'Qlikview', 'Gaming', 'SQL']",,,False
Data Analyst,Financial Service,5-10,,Kolkata,"Willingness to work flexible shifts, including UK and US time zonesRecommend process en...","O2C, SAP, Order To Cash, Data Analysis, Crm, Genesys, Data Quality, Siebel",1 week ago,False,5,10,On-site,['Kolkata'],"['O2C', 'SAP', 'Order To Cash', 'Data Analysis', 'Crm', 'Genesys', 'Data Quality', 'Siebel']",,,False
Data Analyst,iit Academy,3-5,,Samastipur,Position: Manager. brief: IIT Academy is looking for experienced and energetic candidat...,"Analytical Skills, Automation, Data Analysis, Data Validation, Technical Writing, Business Process Management, Data Visualization",1 week ago,False,3,5,On-site,['Samastipur'],"['Analytical Skills', 'Automation', 'Data Analysis', 'Data Validation', 'Technical Writing', 'Business Process Management', 'Data Visualization']",,,False
ESG Data Analyst (off-Roll),Crisil Analytices,5-10,,Pune,Role       : ESG Data Analyst              Position type:      Offroll (QuessCorp...,"Nism, Payroll, Excel, Finance, Corporate, Advanced Excel",1 week ago,False,5,10,On-site,['Pune'],"['Nism', 'Payroll', 'Excel', 'Finance', 'Corporate', 'Advanced Excel']",,,False
Data Scientist / Data Analyst,Mount Talent Consulting,3-20,,Bengaluru,"Requirements: minimum 3 years of relevant experience, strong domain expertise and excel...","Python, R, Statistics, Machine Learning, SQL, Data Analysis, Machine",1 week ago,False,3,20,On-site,['Bengaluru'],"['Python', 'R', 'Statistics', 'Machine Learning', 'SQL', 'Data Analysis', 'Machine']",,,False
Data Analyst,Ecolab Global Services,6-8,,Pune,The employee should demonstrate mastering of skills in at least two of the following da...,"Data Systems, Data Analysis, ETL, Elt, Data Governance, SQL",1 week ago,False,6,8,On-site,['Pune'],"['Data Systems', 'Data Analysis', 'ETL', 'Elt', 'Data Governance', 'SQL']",,,False
Data Analyst,Innova Solutions,7-12,,"Hyderabad, Bengaluru, Greater Noida",Shift & Mode : 2pm to 11pm -(3 Days WFO). .,"Banking Analytics, Data Analysis, Python, SQL, Segmentation, Data Analysis",1 week ago,False,7,12,On-site,"['Hyderabad', 'Bengaluru', 'Greater Noida']","['Banking Analytics', 'Data Analysis', 'Python', 'SQL', 'Segmentation', 'Data Analysis']",,,False
Data Analyst,Adastra Corp,4-8,,Remote,"Bachelors degree in Computer Science, Information Systems, Statistics, Business Analyti...","SAP, Power BI, Sap Bi Objects, Sap Businessobjects, Data Analysis, Sap Bw, Ci/Cd, Power Query",1 week ago,False,4,8,Remote,['Remote'],"['SAP', 'Power BI', 'Sap Bi Objects', 'Sap Businessobjects', 'Data Analysis', 'Sap Bw', 'Ci/Cd', 'Power Query']",,,False
Data Analyst (English Required),Peroptyx,0-5,,Remote,"For thousands of years, maps have provided humans with the knowledge they need to make ...","Data Analysis, English, Data Analysis, Data Mapping, Mapping",2 weeks ago,False,0,5,Remote,['Remote'],"['Data Analysis', 'English', 'Data Analysis', 'Data Mapping', 'Mapping']",,,False
Job | Data Analyst/Part Time Supports.,Platinus Technologies Pvt Ltd,8-13,,Pune,We are inviting Dynamic IT Consultants who are interested to work as a Part time freela...,"Visualization, Stakeholder, KPI, Data Anaysis, Data Analysis, Data Visualization, Part",3 days ago,False,8,13,On-site,['Pune'],"['Visualization', 'Stakeholder', 'KPI', 'Data Anaysis', 'Data Analysis', 'Data Visualization', 'Part']",,,False
"Analyst, Data Architecture",Colgate Palmolive,1-2,,Mumbai,"Analyst, Data Architecture   Brief introduction - Role Summary/Purpose:     The candid...","Tax Analysis, Orientation, Tds, SAP, Business Writing, Litigation Management, Gst, Auditing",1 day ago,False,1,2,On-site,['Mumbai'],"['Tax Analysis', 'Orientation', 'Tds', 'SAP', 'Business Writing', 'Litigation Management', 'Gst', 'Auditing']",,,False
Data Analyst,TP,0-1,1-1.75 Lacs PA,Indore,Shift: Night ShiftWillingness to work in the night shiftRequirements: . Graduate or Und...,"Data Entry, Back Office Support, Backend Operations, Data Analysis, Backend Process, Back Office, Office",6 days ago,True,0,1,On-site,['Indore'],"['Data Entry', 'Back Office Support', 'Backend Operations', 'Data Analysis', 'Backend Process', 'Back Office', 'Office']",1.0,1.75,True
Data Analyst,Indium Software,1-5,,Hyderabad,"Required SkillsGood Python knowledge (Pandas, automation) Experience with data visualiz...","Root Cause Analysis, Automation, Tableau, Power BI, Data Visualization, SQL",1 day ago,False,1,5,On-site,['Hyderabad'],"['Root Cause Analysis', 'Automation', 'Tableau', 'Power BI', 'Data Visualization', 'SQL']",,,False
Data Analyst,E4 Softwares,0-3,,Mumbai,Develop and maintain large-scale databases and data systems to support business opera...,"Python, Data Analysis, Data Analysis, SAS, Natural Language Processing, Data Mining, Predictive Analytics, Process Improvement",3+ weeks ago,False,0,3,On-site,['Mumbai'],"['Python', 'Data Analysis', 'Data Analysis', 'SAS', 'Natural Language Processing', 'Data Mining', 'Predictive Analytics', 'Process Improvement']",,,False
Data Analyst at A FinTech Company,Talentzo Delhi,2-6,15-25 Lacs PA,Remote,Responsibilities Build and enhance scalable data modelsDrive data-driven insights and b...,"SQL, Data Analysis, Python, Company, Fintech",2 days ago,True,2,6,Remote,['Remote'],"['SQL', 'Data Analysis', 'Python', 'Company', 'Fintech']",15.0,25.0,True
DATA ANALYST L3,Wipro,3-5,,Bengaluru,Experience: 3-5 Years . . .,"Data Validation, Automation, Data Engineering, Business Analytics, Digital Transformation, Reporting Tools",1 week ago,False,3,5,On-site,['Bengaluru'],"['Data Validation', 'Automation', 'Data Engineering', 'Business Analytics', 'Digital Transformation', 'Reporting Tools']",,,False
Data Analyst,Ebizneeds (India) Internet Solutions Pvt. Ltd,0-3,,Jaipur,Ebizneeds (India) Internet Solutions Pvt. Ltd is looking for Data Analyst to join our d...,"Master Data, Metadata, Python, Data Analysis, Data Management, Data Analysis, Data Validation",3+ weeks ago,False,0,3,On-site,['Jaipur'],"['Master Data', 'Metadata', 'Python', 'Data Analysis', 'Data Management', 'Data Analysis', 'Data Validation']",,,False
Data Analyst,Maven Marketing,0-7,,Chennai,Disclaimer: This job description has been sourced from a public domain and may have bee...,"Database Maintenance, Python, Data Analysis, Data Management, Data Analysis, Problem Solving, Dashboards, SQL",3+ weeks ago,False,0,7,On-site,['Chennai'],"['Database Maintenance', 'Python', 'Data Analysis', 'Data Management', 'Data Analysis', 'Problem Solving', 'Dashboards', 'SQL']",,,False
DATA ANALYST L4,Wipro,5-8,,Bengaluru,Experience: 5-8 Years . . .,"Data Validation, Automation, Business Analytics, Bigquery, Digital Transformation, Reporting Tools",1 week ago,False,5,8,On-site,['Bengaluru'],"['Data Validation', 'Automation', 'Business Analytics', 'Bigquery', 'Digital Transformation', 'Reporting Tools']",,,False
DATA ANALYST L4,Wipro,5-8,,Bengaluru,Experience: 5-8 Years . . .,"Data Validation, Design, Automation, Sales, Business Analytics, Digital Transformation",1 week ago,False,5,8,On-site,['Bengaluru'],"['Data Validation', 'Design', 'Automation', 'Sales', 'Business Analytics', 'Digital Transformation']",,,False
DATA ANALYST L4,Wipro,5-8,,Bengaluru,Experience: 5-8 Years . . .,"Data Validation, Automation, Data Engineering, Business Analytics, Digital Transformation, Reporting Tools",1 week ago,False,5,8,On-site,['Bengaluru'],"['Data Validation', 'Automation', 'Data Engineering', 'Business Analytics', 'Digital Transformation', 'Reporting Tools']",,,False
DATA ANALYST L4,Wipro,5-8,,Bengaluru,Experience: 5-8 Years . . .,"Data Validation, Design, Automation, Sales, Business Analytics, Big Data",1 week ago,False,5,8,On-site,['Bengaluru'],"['Data Validation', 'Design', 'Automation', 'Sales', 'Business Analytics', 'Big Data']",,,False
