title,company,experience,salary,location,description,skills,posted
Data Analyst,Vilican Technologies Pvt. Ltd.,0-2 Yrs,2-3 Lacs PA,Aurangabad(Shendra MIDC),"Job SummaryWe are seeking a detail-oriented and analytical Data Analyst to collect, pr...","Data Analytics, Power Bi, Data Analysis, Tableau, Dashboards, data analyst, SQL, Data",2 weeks ago
Data Analyst,TMF Group,4-9 Yrs,,"Hybrid - Pune, Bengaluru, Delhi / NCR",Develop good working relationships with key stakeholders . Operations: .,"Excel, Advanced Excel, Financial Analysis, Power Bi, Data Analysis, Data Analytics, Analytics, Bi",1 week ago
Data Analyst III,Elsevier,1-9 Yrs,,Chennai,"Demonstrable experience in requirements gathering, user story writing and backlog manag...","Data analysis, metadata, Product engineering, Data management, Business analysis, Senior Analyst, Agile, Healthcare",2 days ago
Data Analyst,Client of Markmakers,0-3 Yrs,,Remote,"Develop, automate, and maintain MI reports and dashboards using relevant tools (Advance...","Statistical Modeling, Python, SQL, Data Analysis, Data Analytics, Modeling, Analytics, Statistics",2 weeks ago
Data Analyst III,Reed Business Information,2-7 Yrs,,Chennai,"Experience working with data related platforms such as data catalogues, data quality or...","Data analysis, metadata, Product engineering, Data management, Business analysis, Senior Analyst, Agile, Healthcare",2 days ago
Data Analyst,Mount Talent Consulting,8-13 Yrs,,Remote,Sr. BI & Data Analyst-openings -01Location RemoteExperience: 8-15 yearsNotice: immedia...,"Data Analyst, Uat Support, data validation, Power BI, data mining, BI, Bi Tools, UAT",1 week ago
Data Analyst,Digital Glyde,0-3 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s degree in a quantitative field (e.g., Statistics, Mathematics, Economics) or...","Data analysis, Excel, Statistical analysis, Analytical, power bi, data integrity, Data Analyst, data visualization",3+ weeks ago
Virtusa Hiring Data Analyst For Bangalore Location,Virtusa,4-9 Yrs,15-19 Lacs PA,Hybrid - Bengaluru,Experience: Minimum of 3+ years of professional experience in a. data-heavy environment...,"Pandas, Data Analyst, Numpy, Python, SQL, Data, Data analysis, Hiring",6 days ago
Data Analyst,ti Steps,0-2 Yrs,3-4 Lacs PA,"Hyderabad, Chennai, Bengaluru","Requirements: . - Bachelors degree in Data Analytics, Statistics, or related field. - P...","Power Bi, Tableau, Data Analytics, SQL, Python, Excel, Statistics, Data",2 weeks ago
Data Scientist / Data Analyst,Mount Talent Consulting,2-10 Yrs,9-30 Lacs PA,"Hybrid - Noida, Hyderabad, Chennai","Experience with Snowflake, BigQuery, or Redshift 10 years of data analysis / science ex...","Python, Tableau, Machine Learning, Power BI, SQL, Statistics, Data analysis, Machine",1 week ago
Data Analyst,CareerFit.ai,2-4 Yrs,,Bengaluru,"Required Skills & Qualifications . Working knowledge of Python for automation, ETL, or ...","Supply chain, Customer acquisition, Automation, Analytical, Strategic planning, Customer retention, Budgeting, Business intelligence",4 days ago
Data Analyst,Target,3-8 Yrs,,Bengaluru,About the Role Join the Data Analytics (DA) team at TII across domains such as Marketin...,"Supply chain, Microstrategy, Analytical, Oracle, Business intelligence, Econometrics, Merchandising, Analytics",4 days ago
Data Analyst,Tata Consultancy Services,5-10 Yrs,,Mumbai (All Areas),Location : Mumbai. Notice Period: 0 to 30 / 45 days (or) Immediate Joiners are also pre...,"Data Analyst, Power BI, Data Visualization, Tableau, Bi, Data analysis, Data",1 day ago
Data Analyst,Elintex Technologies,6-10 Yrs,7.5-17.5 Lacs PA,Pune,Create and maintain source-to-target data mappings with documented transformation logic...,"Aml, Fraud Analysis, Data Analysis, Data Visualization, SQL, Data Mining, Data Analytics, ETL",2 weeks ago
Data Analyst,Castrol,3-8 Yrs,,Pune,"Shift Timings - 12:30 21:30 PM IST Bachelor s degree or equivalent in Mathematics, Stat...","Data management, Business analysis, Project management, Analytical, Instrumentation, Data Analyst, Risk management, Monitoring",1 week ago
Data Analyst,Castrol,3-8 Yrs,,Pune,"Shift Timings - 12:30 21:30 PM IST Bachelor s degree or equivalent in Mathematics, Stat...","Computer science, Material science, Data management, Renewable energy, Machine learning, Data Analyst, Continuous improvement, Automotive",1 week ago
Data Analyst,MAN TRUCK BUS,6-9 Yrs,,Pune,Roles & Responsibilities: . Several years of proven professional experience as a Lead S...,"microsoft power bi, advanced analytics, python, data analysis, modeling, sap, data analytics, software testing",3+ weeks ago
Hiring Data Analyst (SQL+Python+Prompt/GenAI),Motivity Labs,5-9 Yrs,,Hyderabad,"Required Skills Technical Skills: . Strong knowledge of SQL (Joins, CTEs, Window Functi...","BI Tools, SQL, Complex SQL Query, Prompt/GenAI Tools, Python, SQL Development, SQL Queries, Advance SQL",1 day ago
Data Scientist / Data Analyst,Mount Talent Consulting,3-20 Yrs,,Gurugram,"Requirements: minimum 3 years of relevant experience, strong domain expertise and excel...","Python, R, Statistics, Machine Learning, SQL, Data analysis, Machine, Data",1 week ago
Data Verification Analyst,Foundation Ai,0-5 Yrs,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Foundation AI is looking for Data Verification Analyst to join our dynamic team and emb...,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,Viaprom Technologies,2-4 Yrs,,Bengaluru,"Required Skills & Qualifications: Bachelors degree in Computer Science, Statistics, Mat...","Data Analysis, python, business data, mathematics, version control, data processing, power bi, numpy",5 days ago
Data Scientist / Data Analyst,Mount Talent Consulting,3-20 Yrs,,Chennai,"Requirements: minimum 3 years of relevant experience, strong domain expertise and excel...","Python, R, Statistics, Machine Learning, SQL, Data analysis, Machine, Data",1 week ago
"HRBP - Data Analyst, L&D & PMS",Navneet Education,0-4 Yrs,,Mumbai(Virar +1),"Candidates with internship or project exposure in HR analytics, dashboard or PMS may al...","Business Partnering, Performance Appraisal Process, Business HR, Employee Retention, Employee Grievances, Hrsd, Data analysis, Performance",1 week ago
Data Analyst,Intelizign Lifecycle Services,5-7 Yrs,,Pune,Role & responsibilities  Experience: 5 YrsWork Location: PuneProfile / Responsibilities...,"Power Bi, Data Analysis, Python, SAP Datasphere, Data Engineering, Microsoft Power BI, Power Apps, Tableau",2 weeks ago
Data engineer/Data analyst,Spigot Software,3-9 Yrs,,"Hyderabad, Bengaluru",Create interactive dashboards in Power BI for stakeholders to visualize key performance...,"Power Bi, Alteryx, Snowflake, DBT, SQL, AWS, Python, Data analysis",4 days ago
Data Analyst,Lloyds Technology Centre India,8-15 Yrs,,Hyderabad,Job Type: Full Time . Responds to individual and team objectives and invests in improvi...,"Customer Advisor, Change management, Data management, Management systems, IT security, Strategic planning, Support services, Data Analyst",3+ weeks ago
Data Analyst,Wipro,1-5 Yrs,,Noida,. Support process by managing transactions as per required quality standards . .,"Data Analyst, Design, Customer Service, Compliance, Technical Support, Legal, Digital Transformation, Troubleshooting",1 week ago
Data Analyst,ARM Infotech,2-7 Yrs,,Madurai,"Eligibility . Bachelors degree in Computer Science, Statistics, Mathematics, Commerce, ...","Computer science, Data analysis, Analytical, Machine learning, Data quality, Business intelligence, Forecasting, Analytics",1 week ago
DATA ANALYST L3,Wipro,3-5 Yrs,,Hyderabad,Experience: 3-5 Years . . .,"Data Analyst, Data Validation, Automation, Data Engineering, C, Business Analytics, Digital Transformation, Reporting Tools",1 week ago
DATA ANALYST L3,Wipro,3-5 Yrs,,Chennai,Experience: 3-5 Years . . .,"Data Analyst, Data Validation, Design, Automation, Sales, Open Source, C, Business Analytics",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Automation, C, Business Analytics, Bigquery, Digital Transformation, Reporting Tools",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Engineering, Data Validation, Vlookup, Business Analytics, Dbms, Data Mining, Digital Transformation, Advanced Excel",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Automation, Data Engineering, C, Business Analytics, Digital Transformation, Reporting Tools",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Automation, C, Business Analytics, Network Operations, Digital Transformation, Reporting Tools",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Coimbatore,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Automation, C, Business Analytics, Ot, Digital Transformation, Device Management",1 week ago
Data Analyst,Career.io,2-4 Yrs,,Pune,"Experience with cloud-based data warehousing platforms such as Redshift, Snowflake, etc...","Report generation, Data analysis, Manager Quality Assurance, Database design, Analytical, Machine learning, Data Analyst, Data mining",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Design, Automation, Sales, C, Business Analytics, Big Data",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Gurugram,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Automation, Data Engineering, C, Business Analytics, Digital Transformation, Reporting Tools",1 week ago
Data Analyst - L4,Wipro,5-8 Yrs,,Hyderabad,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Design, Automation, Sales, C, Business Analyst, Business Analytics",1 week ago
Data Enrichment Analyst,Duruva Finance,0-4 Yrs,3-4.75 Lacs PA,"Karur, Namakkal, Tiruchirappalli","Bachelors degree in Finance, Data Science, Information Technology, or a related fieldPr...","Data Analysis, Desktop Support, Data Collection, Analysts, Data Enrichment, Analysis, Desktop, Collections",3 days ago
Data Analyst - 5th Mar (Thursday)- Virtual Interview- Pan India,Tata Consultancy Services,8-13 Yrs,,"Kolkata, Hyderabad, India",Required Skill Set: . 5+ years of experience as a Data AnalystExperience Range:8-14 Yea...,"Azure Synapse, SQL, Power BI, Data Modeling, Modeling, Data analysis, Microsoft Azure, Interviewing",3 days ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Chennai,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Design, Automation, Sales, C, Business Analytics, Cognos",1 week ago
DATA ANALYST L4,Wipro,5-8 Yrs,,Chennai,Experience: 5-8 Years . . .,"Data Analyst, Data Validation, Design, Automation, Sales, C, Business Analytics, Cognos",1 week ago
Data Analyst,Jiva Ayurveda,3-5 Yrs,5-7.5 Lacs PA,Faridabad(Sector 32),"Preferred candidate profile  . Advanced Excel (Pivot Tables, Power Query, VBA preferred)","Power BI, Python, Data Analysis, Tableau, SQL, Bi, Analysis, Data",2 days ago
Data Analyst,Harita Techserv,3-5 Yrs,,Bengaluru,"Key ResponsibilitiesAnalyze large datasets to identify trends, patterns, and actionabl...","Tableau, SQL, Python, Machine Learning, Statistics, Data analysis, Data, Machine",4 days ago
Data Analyst,MOL Information Technology,14-19 Yrs,,Kolkata,"Required Skill Set .  Understanding of Data modelling, Data processing, Data Cleaning (...","microsoft power bi, sql queries, data mining, bi, data processing, data warehousing, sql server integration services, alteryx",1 day ago
Data Analyst Course,Eduluk,0-3 Yrs,,New Delhi,Eduluk is looking for Data Analyst Course to join our dynamic team and embark on a rewa...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago
Data Analyst,Leading Client,8-13 Yrs,,Bengaluru,Part Time Supports,"Data Analysis, visualization, KPI, data acquisition, Stakeholder management, Data Visualization, Management, Acquisition",3 days ago
Data Analyst,Leading Client,8-13 Yrs,,Bengaluru,Part Time Supports,"Data Analyst, data interpretation, Data visualization, Data Analysis, Stakeholder management, Interpretation, Management, Analysis",3 days ago
Data analyst,Inginit,0-3 Yrs,,Mumbai,Inginit is looking for Data analyst to join our dynamic team and embark on a rewarding ...,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago
Data Analyst,Improx Data And Cloud Consulting,0-2 Yrs,,Pune,"To succeed in this role, you should enjoy multi-tasking, thrive under pressure, be an o...","Operations Analyst, Data management, Coding, Data collection, Test cases, Continuous improvement, Information technology, SQL",3+ weeks ago
Data Analyst (Pune ),Tata Consultancy Services,8-12 Yrs,,Pune,Notice Period: 0 to 30 / 45 days (or) Immediate Joiners are also preferred. Required Sk...,"Data Analyst, Python, SQL, Data, Data analysis",1 week ago
Data Analyst,Legistify,0-1 Yrs,,Gurugram,Legistify is looking for Data Analyst to join our dynamic team and embark on a rewardin...,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Analyst,Primohunt Corporate Noida,0-3 Yrs,,Pune,"Data sourcing through various tools, Data export and import in excel, pooling all the d...","Analytical skills, Market study, Data analysis, Google Analytics, Coding, Database, Webtrends, Data Analyst",3+ weeks ago
Data Analyst,Hitachi Energy,4-8 Yrs,,Chennai,"Your Background: . BE / B Tech in Engineering, Data Analytics, or related discipline wi...","Automation, ERP, Scalability, Data modeling, Continuous improvement, Forecasting, Variance analysis, Operations",1 week ago
Data Analyst (Deployment),Legistify,0-2 Yrs,,Gurugram,Legistify is looking for Data Analyst (Deployment) to join our dynamic team and embark ...,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago
Data Governance Analyst,Alstom,4-7 Yrs,,Bengaluru,"Organized, rigorous, and user-oriented mindset. Good communication skills with both bus...","Data Governance, Change Management, Power Bi, Data Catalog, Signalling, Onboarding, Sql, Communication Skills",4 days ago
Data Analyst,The Glove,2-7 Yrs,,"India, Mumbai (All Areas)","Bachelors degree in Statistics, Mathematics, or related field5+ years of analytical exp...","SQL, Excel, Power BI, Bi, Data analysis, Data",1 day ago
Data Analyst,Careernet,10-15 Yrs,,Bengaluru,Experience working with large-scale data environments and modern analytics ecosystems E...,"BI, Looker, Data Analytics, SQL, Scripting, Data analysis, Analytics, Data",2 weeks ago
Azure Data Analyst Role - Blr / Hyd - Location,Sonata Software,2-5 Yrs,5-15 Lacs PA,"Hybrid - Hyderabad, Bengaluru",Required Skills,"Azure Data Factory, ADF, Azure Synapse, Power Bi, PowerBI, Microsoft Fabric, Databricks, Fabric",1 week ago
Data Strategy Innovation Analyst,Merck Sharp & Dohme (MSD),2-3 Yrs,,Pune,"Bachelor s degree in computer science, Software Engineering, Data Science, or equivalen...","Computer science, metadata, Data management, Access management, GCP, Healthcare, Workflow, Data quality",1 week ago
Data Analyst (OAC),Sopra Steria,3-5 Yrs,,Noida,Proficient in Oracle Analytics Cloud (OAC) and other Data Visualization Tools like Powe...,"analytics cloud, python, sql queries, oracle, data analysis, modeling, bi, power bi",4 days ago
